Date,Time,Food Name,Serving Size,Serving Qty,Serving Weight (g),Calories (kcal),Fat (g),Carbs (g),Protein (g),Alcohol (g),"B12, Cobalamin (mcg)","B1, Thiamine (mg)","B2, Riboflavin (mg)","B3, Niacin (mg)","B5, Pantothenic Acid (mg)","B6, Pyridoxine (mg)",Caffeine (mg),Calcium (mg),Cholesterol (mg),Choline (mg),Copper (mg),Cysteine (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Saturated Fat (g),Trans Fat (g),Fiber (g),Folate (mcg),Histidine (g),Iron (mg),Isoleucine (g),Leucine (g),Lysine (g),Magnesium (mg),Manganese (mg),Methionine (g),Omega-3 ALA (g),Omega-3 DHA (g),Omega-3 EPA (g),Omega-3 (g),Omega-6 (g),Phenylalanine (g),Phosphorus (mg),Potassium (mg),Selenium (mcg),Sodium (mg),Starch (g),Sugars (g),Sugars Added (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Vitamin A (mcg),Vitamin C (mg),Vitamin D (mcg),Vitamin E (mg),Vitamin K (mcg),Water (g),Zinc (mg)
2025-11-19,8:00 AM,tomato sauce,g,50,1,12,0,3,1,,,0,0,0.5,0.2,0,,7,,5,0.1,0,0,0.1,0,,0.8,4.5,0,0.5,0,0,0,7.5,0.1,0,,,,,,0,13.5,148.5,0.3,237,,1.8,,0,0,0,0,,3.5,,0.7,1.4,46,0.1
2025-11-19,12:05 PM,chicken salad,cup,0.5,224.2,254,18,3,19,,0.2,0.1,0.1,5.9,0.8,0.3,,16.7,64,5,0.1,0.3,5.9,6.6,4.1,0,0.4,9.6,0.6,1.1,0.9,1.4,1.5,18.3,0,0.5,0.5,0,0,,,0.7,148.9,208.2,19.1,226.3,0,2.4,,0.8,0.2,0.6,0.9,,0.9,,0.4,23.2,71,1.2
2025-11-19,12:05 PM,chili,cup,0.5,240,142,9,7,9,,1.2,0,0.1,1.5,0.2,0.2,,36,25,51,0.2,,3,0.6,2.7,,0.6,9.6,0.2,2.4,0.4,0.7,0.5,24,0.3,0.1,,0,0,,,0.3,92.4,222,7.8,493.2,4,1.3,,0.4,,0.2,0.5,,2.2,,0.7,2.6,93,1.3
2025-11-19,6:00 PM,chicken,oz,4,28.33,249,15,0,27,,0.9,0.1,0.2,8,1.1,0.4,,14.7,107,,0.1,0.4,5.9,3.2,4.1,,,26.1,0.8,1.8,1.3,2,2.2,22.7,0,0.7,,0,0,,,1.1,202.9,231.2,17.8,80.5,,,,1.1,0.3,0.9,1.3,,0.5,,,,71,1.9
2025-11-19,6:00 PM,cookie,medium,1,30,148,7,20,2,,0,0.1,0.1,0.8,,0,3,6.3,,3,0.1,0,1.9,2.5,2.4,0.2,0.6,21.6,0,1.7,0,0.1,0,12.3,0.2,0,0.3,,,,,0.1,32.7,51.3,1.2,93.3,8.5,9.9,,0,0,0,0.1,,,,0.6,10.1,1,0.2
2025-11-19,6:00 PM,hummus,oz,2,28.35,94,5,8,4,,,0.1,0,0.3,0.1,0.1,,21.5,,,0.3,,2.3,2,0.8,,3.4,47.1,,1.4,,,,40.3,0.4,,,,,,,,99.8,129.3,1.5,214.9,,,,,,,,,,,,,38,1
2025-11-19,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-19,8:00 PM,Magnesium l-Threonate,capsules,2,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-19,8:00 PM,Methyl Multi,capsules,1,50,0,0,0,0,,125,5,5,16,50,5,,25,,9,0.3,,,,,,,425,,,,,,25,0.1,,,,,,,,,24.8,25,15,,,,,,,,,62.5,1.3,33.5,15,,3.3
2025-11-20,9:00 AM,bacon,slices,2,11.5,108,8,0,8,,0.3,0.1,0.1,2.4,0.3,0.1,,2.5,23,21,0,0.1,3.6,1.4,2.8,0,,,0.3,0.2,0.4,0.6,0.7,7.1,0,0.2,0.1,0,0,,,0.3,89.2,114.8,11.7,387.3,,,,0.3,0.1,0.3,0.4,,,,0.1,,5,0.7
2025-11-20,9:00 AM,biscuit,"biscuit (2-1/2 dia)""",1,60,212,10,27,4,,0,0.2,0.2,1.8,0.2,0,,141,2,,0,0.1,4.2,2.5,2.6,,0.9,36.6,0.1,1.7,0.2,0.3,0.1,10.8,0.2,0.1,,,,,,0.2,98.4,72.6,11.7,348,,1.3,,0.1,0.1,0.1,0.2,,0.1,,,,17,0.3
2025-11-20,9:00 AM,eggs,large,2,50,143,10,1,13,,0.9,0,0.5,0.1,1.5,0.2,,56,372,294,0.1,0.3,3.7,1.9,3.1,0,,47,0.3,1.8,0.7,1.1,0.9,12,0,0.4,0,0.1,,,,0.7,198,138,30.7,142,,0.4,,0.6,0.2,0.5,0.9,,,,1.1,0.3,76,1.3
2025-11-20,9:00 AM,whole milk,oz,6,30.5,112,6,9,6,,0.8,0.1,0.3,0.2,0.7,0.1,,206.8,18,26,0,0,1.5,0.4,3.4,,,9.2,0.2,0.1,0.3,0.5,0.5,18.3,0,0.2,,,,,,0.3,153.7,241.6,6.8,78.7,,9.2,,0.2,0.1,0.3,0.4,,,,0.1,0.5,161,0.7
2025-11-20,10:54 AM,Homemade Blueberry Pie,g,150,1,367,18,50,4,,,0.2,0.2,1.8,0.2,0.1,,10.5,,,0.1,0.1,7.7,4.6,4.4,,,34.5,0.1,1.8,0.1,0.3,0.1,12,0.5,0.1,,,,,,0.2,45,75,11.1,277.5,,,,0.1,0,0.1,0.2,3,1,,,,77,0.3
2025-11-20,4:05 PM,Caramel Cashew Protein Bar,serving,1,55,200,8,18,20,,,,,,,,,160,5,,,,,,3,,3,,,0.6,,,,,,,,,,,,,,150,,80,,1,,,,,,,,,,,,
2025-11-20,6:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-20,6:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20,6:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20,6:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20,6:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-20,7:51 PM,Chicken Breast Grilled Boneless Skinless,oz,3,28.33,126,3,0,25,,0.2,0.1,0.2,9.4,1.3,0.8,,5.1,90,92,0,0.3,1.1,0.6,0.9,,,,0.9,0.4,1.2,2.1,2.4,26.4,0,0.7,0,0,0,0,0.5,1,211.6,357,36,182.8,,,,1.1,0.3,0.9,1.3,8.5,,,0.3,,57,0.7
2025-11-20,7:51 PM,Chipotle Pinto Beans,order,1,113.4,129,2,22,7,,,0.2,0.1,0.3,0.2,0.2,,40,,29,0.2,0.1,0.5,0.6,0.3,,7.5,141.3,0.2,1.7,0.3,0.6,0.5,42.3,0.4,0.1,0.1,,,0.1,0.4,0.4,121.9,377.5,5.1,209.7,,0.9,,0.3,0.1,0.2,0.4,2.2,3.9,,1.1,3.6,81,0.8
2025-11-20,7:51 PM,Corn Sweet Yellow Raw,g,80,1,69,1,15,3,,,0.1,0,1.4,0.6,0.1,,1.6,,18,0,0,0.3,0.4,0.3,,1.6,33.6,0.1,0.4,0.1,0.3,0.1,29.6,0.1,0.1,0,,,0,0.4,0.1,71.2,216,0.5,12,,5,,0.1,0,0.1,0.1,7.2,5.4,,0.1,0.2,61,0.4
2025-11-20,7:52 PM,"Barbeque Sauce (Bbq), Store Bought",container,2,28,96,0,23,0,,,0,0,0.3,0.1,0,,18.5,,4,0,0,0,0.1,0,,0.5,1.1,0,0.4,0,0,0,7.3,0.1,0,0,,,0,0,0,11.2,129.9,0.7,575.1,,18.6,16.1,0,0,0,0,6.3,0.3,,0.4,1,31,0.1
2025-11-20,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-20,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-21,9:34 AM,eggs over easy,medium,3,40,235,18,1,16,,1.2,0.1,0.6,0.1,2,0.2,,74.4,481,381,0.1,0.4,7.4,3.9,5.2,,,61.2,0.4,2.3,0.9,1.4,1.2,15.6,0,0.5,,0.1,,,,0.9,258,182.4,39.7,248.4,,0.5,,0.7,0.2,0.6,1.1,,,,1.6,6.7,83,1.7
2025-11-21,9:34 AM,espresso,g,36,1,3,0,1,0,,,0,0.1,1.9,0,0,76,0.7,,1,0,,,0,0,,,0.4,,0,,,,28.8,0,,,,,,,,2.5,41.4,,5,,,,,,,,,0.1,,0,0,35,0
2025-11-21,9:34 AM,foccacia,g,63,1,157,5,23,6,,,0.3,0.2,2.3,0.4,0.1,,22.1,,2,0.1,,3.6,0.6,0.6,,1.1,86.9,,2,,,,12.6,0.2,,,,,,,,80.6,71.8,10,353.4,,1.1,,,,,,,,,0.9,3.6,29,0.8
2025-11-21,9:34 AM,olive oil,g,7,1,62,7,0,0,,,,,,,,,0.1,,0,,,5.1,0.7,1,,,,,0,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,1,4.2,,
2025-11-21,9:34 AM,whole milk,oz,4,30.5,74,4,6,4,,0.5,0.1,0.2,0.1,0.5,0,,137.9,12,17,0,0,1,0.2,2.3,,,6.1,0.1,0,0.2,0.4,0.3,12.2,0,0.1,,,,,,0.2,102.5,161,4.5,52.5,,6.2,,0.2,0,0.2,0.3,,,,0.1,0.4,108,0.5
2025-11-21,11:00 AM,Dark Chocolate Covered Mini Pretzels,serving,1,28,140,7,19,2,,,,,,,,,10,,,,,,,4,,2,,,2,,,,,,,,,,,,,,100,,160,,9,7,,,,,,,,,,,
2025-11-21,11:44 AM,Simply Steamers Beef Chimichurri,meal,1,255,220,6,24,16,,,,,,,,,70,35,,,,3.5,0.5,1.5,,5,,,2.3,,,,,,,,,,,,,,950,,550,,4,,,,,,,31.5,,,,,
2025-11-21,1:00 PM,Focaccia Italian Flatbread Plain,g,60,1,149,5,21,5,,,0.3,0.2,2.2,0.4,0.1,,21,,2,0.1,,3.4,0.6,0.5,,1.1,82.8,,1.9,,,,12,0.2,,,,,,,,76.8,68.4,9.5,336.6,,1.1,,,,,,0,,,0.9,3.4,28,0.8
2025-11-21,7:00 PM,beef,g,100,1,259,17,0,26,,1.8,0.1,0.2,5.5,0.5,0.5,,13,87,83,0.1,0.3,7.4,0.7,6.8,0.6,,7,0.9,2.2,1.2,2.2,2.3,20,0,0.7,0,0,0,,,1,180,271,28.3,50,,,,1.1,0.2,0.9,1.3,,,,0.3,1.4,57,5.1
2025-11-21,7:00 PM,bok choy,g,100,1,12,0,2,2,,,0,0.1,0.4,0.1,0.2,,93,,12,0,0,0,0.1,0,,1,41,0,1,0.1,0.1,0.1,11,0.1,0,,,,,,0,29,371,0.4,34,,0.8,,0.1,0,0,0.1,,26,,0.1,34,96,0.2
2025-11-21,7:00 PM,rice,g,100,1,130,0,28,3,,,0,0,0.4,0.4,0.1,,10,,2,0.1,0.1,0.1,0.1,0.1,,0.4,3,0.1,0.2,0.1,0.2,0.1,12,0.5,0.1,,,,,,0.1,43,35,7.5,1,,0.1,,0.1,0,0.1,0.2,,,,0,,68,0.5
2025-11-21,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-21,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-21,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-21,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-21,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-22,7:00 AM,Power Cakes Flapjack & Waffle Mix,g,63,1,226,2,36,17,,,,,,,,,249.6,12,,,,,,,,5.9,,,2,,,,,,,,,,,,,,214,,451.7,,3.6,,,,,,,,,,,,
2025-11-22,7:00 AM,Wild Blueberry Jam,ml,15,6.67,30,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
2025-11-22,7:00 AM,foccacia,g,63,1,157,5,23,6,,,0.3,0.2,2.3,0.4,0.1,,22.1,,2,0.1,,3.6,0.6,0.6,,1.1,86.9,,2,,,,12.6,0.2,,,,,,,,80.6,71.8,10,353.4,,1.1,,,,,,,,,0.9,3.6,29,0.8
2025-11-22,7:00 AM,whole milk,oz,4,30.5,74,4,6,4,,0.5,0.1,0.2,0.1,0.5,0,,137.9,12,17,0,0,1,0.2,2.3,,,6.1,0.1,0,0.2,0.4,0.3,12.2,0,0.1,,,,,,0.2,102.5,161,4.5,52.5,,6.2,,0.2,0,0.2,0.3,,,,0.1,0.4,108,0.5
2025-11-22,1:00 PM,Tzatziki Sauce (Yogurt and Cucumber),g,100,1,65,4,5,3,,0.4,0.1,0.1,0.1,0.4,0.1,,105.8,14,17,0,0,0.9,0.1,2.3,,0.5,6.2,0.1,0.1,0.1,0.3,0.3,15,0.1,0.1,0,,0,0,0.1,0.1,91.3,184.9,1.6,193.5,,4.3,,0.1,0,0.1,0.2,41.3,1.5,0.1,0.1,3.3,88,0.4
2025-11-22,1:00 PM,chicken,g,80,1,176,10,0,19,,0.6,0,0.2,5.6,0.8,0.3,,10.4,75,,0.1,0.3,4.2,2.3,2.9,,,18.4,0.6,1.3,0.9,1.4,1.5,16,0,0.5,,0,0,,,0.8,143.2,163.2,12.6,56.8,,,,0.8,0.2,0.6,0.9,,0.3,,,,50,1.4
2025-11-22,1:00 PM,hummus,g,80,1,133,8,11,6,,,0.1,0.1,0.5,0.1,0.2,,30.4,,,0.4,,3.2,2.9,1.1,,4.8,66.4,,2,,,,56.8,0.6,,,,,,,,140.8,182.4,2.1,303.2,,,,,,,,,,,,,53,1.5
2025-11-22,1:00 PM,saffron rice,g,140,1,206,4,38,4,,0,0,0,0.5,0.5,0.1,,14.6,9,4,0.1,0.1,1,0.2,2.2,0.1,0.5,4.3,0.1,0.3,0.2,0.3,0.1,16.6,0.7,0.1,0,,,,,0.2,59.6,49.8,10.2,27.6,,0.1,,0.1,0,0.1,0.2,,0.1,,0.1,0.3,94,0.7
2025-11-22,7:55 PM,chicken breast,g,170,1,281,6,0,53,,0.6,0.1,0.2,23.3,1.6,1,,25.5,145,145,0.1,0.7,2.1,1.3,1.7,,,6.8,1.6,1.8,2.8,4,4.5,49.3,0,1.5,,0,0,,,2.1,387.6,435.2,46.9,125.8,,,,2.2,0.6,1.8,2.6,,,,0.5,0.5,111,1.7
2025-11-22,7:55 PM,farfalle,g,100,1,158,1,31,6,,,0.3,0.1,1.7,0.1,0,,7,,6,0.1,0.1,0.1,0.3,0.2,,1.8,73,0.1,1.3,0.2,0.4,0.1,18,0.3,0.1,0,,,,,0.3,58,44,26.4,1,26,0.6,,0.2,0.1,0.1,0.3,,,,0.1,,62,0.5
2025-11-22,7:55 PM,foccacia,g,40,1,100,3,14,4,,,0.2,0.1,1.5,0.3,0,,14,,1,0,,2.3,0.4,0.4,,0.7,55.2,,1.3,,,,8,0.1,,,,,,,,51.2,45.6,6.4,224.4,,0.7,,,,,,,,,0.6,2.3,18,0.5
2025-11-22,7:55 PM,olive oil,g,5,1,44,5,0,0,,,,,,,,,0.1,,0,,,3.6,0.5,0.7,,,,,0,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,0.7,3,,
2025-11-22,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-22,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-22,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-22,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-22,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-23,7:00 AM,Kinder Bueno,wafer,1,20,110,7,11,2,,,,,,,,,47,5,,,,,,3,,,,,,,,,,,,,,,,,,,68,,25,,9,,,,,,,,,,,,
2025-11-23,7:00 AM,"Milk, Whole",g,105,1,63,3,5,3,,0.6,0.1,0.1,0.1,0.4,0.1,,129.2,13,19,0,0,0.7,0.1,2,,,,0.1,,0.2,0.3,0.3,12.6,,0.1,0,,0,0,0.1,0.2,106,157.5,2,39.9,,4.9,,0.2,0,0.2,0.2,33.2,,1,0.1,0.3,93,0.4
2025-11-23,7:00 AM,chicken,g,140,1,308,18,0,34,,1.1,0.1,0.3,9.8,1.4,0.5,,18.2,132,,0.1,0.4,7.3,4,5.1,,,32.2,1,2.3,1.7,2.4,2.7,28,0,0.9,,0,0,,,1.3,250.6,285.6,22,99.4,,,,1.4,0.4,1.1,1.6,,0.6,,,,87,2.4
2025-11-23,7:00 AM,foccacia,g,63,1,157,5,23,6,,,0.3,0.2,2.3,0.4,0.1,,22.1,,2,0.1,,3.6,0.6,0.6,,1.1,86.9,,2,,,,12.6,0.2,,,,,,,,80.6,71.8,10,353.4,,1.1,,,,,,,,,0.9,3.6,29,0.8
2025-11-23,7:00 AM,olive oil,g,5,1,44,5,0,0,,,,,,,,,0.1,,0,,,3.6,0.5,0.7,,,,,0,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,0.7,3,,
2025-11-23,11:03 AM,Tri-Athlete,serving,1,100,500,10,80,30,,,,,,,,,40,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,850,,42,,,,,,,12,,,,,
2025-11-23,2:01 PM,Kinder Bueno,wafer,1,20,110,7,11,2,,,,,,,,,47,5,,,,,,3,,,,,,,,,,,,,,,,,,,68,,25,,9,,,,,,,,,,,,
2025-11-23,7:58 PM,farfalle,g,66,1,104,1,20,4,,,0.2,0.1,1.1,0.1,0,,4.6,,4,0.1,0.1,0.1,0.2,0.1,,1.2,48.2,0.1,0.8,0.1,0.3,0.1,11.9,0.2,0,0,,,,,0.2,38.3,29,17.4,0.7,17.2,0.4,,0.1,0.1,0.1,0.2,,,,0,,41,0.3
2025-11-23,7:58 PM,pesto,g,44,1,184,17,4,4,,,0.1,0.3,0.2,0.7,0.1,,134.6,,,0,,9.7,2.9,3.1,0.1,0.8,7,,0.3,,,,20.7,0.3,,0.6,,0,,,,120.1,246.4,,265.3,1,2.8,,,,,,,,,3.2,66.5,17,0.6
2025-11-23,7:58 PM,turkey meatball,g,156,1,162,8,13,11,,0.4,0.2,0.2,3.6,0.7,0.3,,87.1,45,41,0.2,0.1,3.6,1.4,2.1,0,2.4,26.8,0.3,3.6,0.5,0.9,0.9,34.5,0.3,0.3,0,0,0,,,0.5,144.2,399.1,13.4,516.2,3.1,5.5,,0.5,0.1,0.4,0.5,,15.4,,1.6,28.6,121,1.4
2025-11-23,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-23,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-23,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-23,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-23,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-24,7:00 AM,"Milk, Whole",g,105,1,63,3,5,3,,0.6,0.1,0.1,0.1,0.4,0.1,,129.2,13,19,0,0,0.7,0.1,2,,,,0.1,,0.2,0.3,0.3,12.6,,0.1,0,,0,0,0.1,0.2,106,157.5,2,39.9,,4.9,,0.2,0,0.2,0.2,33.2,,1,0.1,0.3,93,0.4
2025-11-24,7:00 AM,chicken breast,g,146,1,241,5,0,45,,0.5,0.1,0.2,20,1.4,0.9,,21.9,124,125,0.1,0.6,1.8,1.1,1.5,,,5.8,1.4,1.5,2.4,3.4,3.8,42.3,0,1.3,,0,0,,,1.8,332.9,373.8,40.3,108,,,,1.9,0.5,1.5,2.2,,,,0.4,0.4,95,1.5
2025-11-24,7:00 AM,chocolate chip cookies,"medium (3 diameter)""",2,30,295,15,39,3,,0,0.2,0.2,1.6,,0,7,12.6,,6,0.2,0.1,3.8,5.1,4.9,0.4,1.2,43.2,0,3.3,0.1,0.2,0,24.6,0.4,0,0.5,,,,,0.1,65.4,102.6,2.3,186.6,17,19.7,,0.1,0,0,0.1,,,,1.2,20.2,2,0.4
2025-11-24,7:00 AM,pesto,g,20,1,84,8,2,2,,,0,0.1,0.1,0.3,0,,61.2,,,0,,4.4,1.3,1.4,0,0.4,3.2,,0.1,,,,9.4,0.1,,0.3,,0,,,,54.6,112,,120.6,0.4,1.3,,,,,,,,,1.5,30.2,8,0.3
2025-11-24,2:17 PM,Thrilla In Vanilla,serving,1,100,346,4,53,30,,,0,0,0.4,0.2,0.1,,195.4,65,2,0.1,0,,,2.8,,5.9,3.6,0,0.6,0,0,0,13,0.1,0,,,,,,0,14.9,784.7,,147.9,,39.7,,0,0,0,0,1.7,9,,,0.6,5,0.1
2025-11-24,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-24,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-24,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-24,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-24,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-24,9:44 PM,broccoli,g,100,1,35,0,7,2,,,0.1,0.1,0.6,0.6,0.2,,40,,40,0.1,0,0,0.2,0.1,,3.3,108,0.1,0.7,0.1,0.1,0.2,21,0.2,0,,,,,,0.1,67,293,1.6,41,,1.4,,0.1,0,0.1,0.1,,64.9,,1.4,141.1,89,0.5
2025-11-24,9:44 PM,carrots,g,50,1,18,0,4,0,,,0,0,0.3,0.1,0.1,,15,,4,0,0,0,0,0,,1.5,7,0,0.2,0,0,0,5,0.1,0,,,,,,0,15,117.5,0.3,29,0.1,1.7,,0.1,0,0,0,,1.8,,0.5,6.8,45,0.1
2025-11-24,9:44 PM,chocolate chip cookie,"medium (3 diameter)""",0.5,30,74,4,10,1,,0,0,0,0.4,,0,2,3.1,,2,0,0,0.9,1.3,1.2,0.1,0.3,10.8,0,0.8,0,0,0,6.2,0.1,0,0.1,,,,,0,16.4,25.6,0.6,46.6,4.2,4.9,,0,0,0,0,,,,0.3,5.1,1,0.1
2025-11-24,9:44 PM,ground turkey,g,150,1,387,26,0,38,,2.4,0.1,0.4,11.6,2.1,0.7,,73.5,159,115,0.3,0.4,9.1,6.9,6.9,0.3,,10.5,1.1,3,1.7,3.1,3.4,42,0,1.1,0.3,0,0,,,1.5,394.5,414,54.1,127.5,,,,1.7,0.4,1.3,1.7,,,,0.1,,85,5.3
2025-11-24,9:44 PM,white rice,g,100,1,130,0,28,3,,,0.2,0,1.5,0.4,0.1,,10,,2,0.1,0.1,0.1,0.1,0.1,,0.4,58,0.1,1.2,0.1,0.2,0.1,12,0.5,0.1,,,,,,0.1,43,35,7.5,1,,0.1,,0.1,0,0.1,0.2,,,,0,,68,0.5
2025-11-25,7:00 AM,Homemade Chocolate Chip Cookies,oz,1,28.35,138,8,16,2,,0,0.1,0.1,0.4,0.1,0,,10.8,20,,0.1,0,2.3,1.3,4,,,9.4,0,0.7,0.1,0.1,0.1,15.6,0.2,0,,0,,,,0.1,28.4,62.7,3.2,96.7,,,,0.1,0,0.1,0.1,39.4,0.1,,,,2,0.3
2025-11-25,7:49 AM,Vanilla Syrup for Speciality Cofee,ml,10,1,34,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,8.4,,,,,,,,,,,,
2025-11-25,7:49 AM,chicken breast,g,150,1,248,5,0,47,,0.5,0.1,0.2,20.6,1.4,0.9,,22.5,128,128,0.1,0.6,1.9,1.2,1.5,,,6,1.4,1.6,2.5,3.5,4,43.5,0,1.3,,0,0,,,1.8,342,384,41.4,111,,,,2,0.5,1.6,2.3,,,,0.4,0.5,98,1.5
